scenario,scenario_type,replication,n_observations,x1_x2_corr,x2_clip_rate,probability_clip_rate,event_rate
base,standard,60,200,1.7461548047884763e-17,0.0,0.0,0.055
base,standard,61,200,1.3828569509293559e-17,0.0,0.0,0.04
base,standard,62,200,9.468995262984116e-18,0.0,0.0,0.045
base,standard,63,200,3.798905224589914e-18,0.0,0.0,0.045
base,standard,64,200,8.015803847547632e-18,0.0,0.0,0.025
base,standard,65,200,-5.461575137144014e-18,0.0,0.0,0.06
base,standard,66,200,1.869782902554205e-18,0.0,0.0,0.045
base,standard,67,200,1.5160479769597607e-17,0.0,0.0,0.025
base,standard,68,200,1.2477525586681565e-17,0.0,0.0,0.03
base,standard,69,200,-1.700171087540078e-17,0.0,0.0,0.02
base,standard,70,200,-8.812996244027834e-18,0.0,0.0,0.035
base,standard,71,200,-2.9790409838967344e-18,0.0,0.0,0.045
base,standard,72,200,1.6173831073618667e-17,0.0,0.0,0.1
base,standard,73,200,1.3828569509293557e-17,0.0,0.0,0.07
base,standard,74,200,-2.1397396438601747e-18,0.0,0.0,0.08
base,standard,75,200,-4.672618265977248e-18,0.0,0.0,0.025
base,standard,76,200,5.6153416015810574e-18,0.0,0.0,0.065
base,standard,77,200,2.1059884578386152e-18,0.0,0.0,0.02
base,standard,78,200,-1.2049481509230449e-17,0.0,0.0,0.075
base,standard,79,200,-4.672618265977252e-18,0.0,0.0,0.075
base,standard,80,200,1.5981134278132273e-18,0.0,0.0,0.03
base,standard,81,200,-1.8757757964726487e-18,0.0,0.0,0.035
base,standard,82,200,2.105988457838614e-18,0.0,0.0,0.015
base,standard,83,200,1.4713320739111604e-17,0.0,0.0,0.045
base,standard,84,200,1.1648782386138838e-17,0.0,0.0,0.04
base,standard,85,200,3.798905224589913e-18,0.0,0.0,0.06
base,standard,86,200,-2.6248875362780195e-18,0.0,0.0,0.055
base,standard,87,200,-7.778607013508131e-18,0.0,0.0,0.05
base,standard,88,200,6.217299159877455e-18,0.0,0.0,0.04
base,standard,89,200,3.0683616862427975e-18,0.0,0.0,0.045
base,standard,90,200,1.3101973801575322e-17,0.0,0.0,0.05
base,standard,91,200,-1.4486092679363476e-18,0.0,0.0,0.055
base,standard,92,200,1.7461548047884772e-17,0.0,0.0,0.04
base,standard,93,200,2.6188946423595757e-18,0.0,0.0,0.05
base,standard,94,200,-6.634851608868767e-20,0.0,0.0,0.05
base,standard,95,200,1.1136048495223546e-17,0.0,0.0,0.06
base,standard,96,200,1.2942941925872237e-17,0.0,0.0,0.05
base,standard,97,200,1.2942941925872234e-17,0.0,0.0,0.05
base,standard,98,200,1.455838649974546e-17,0.0,0.0,0.02
base,standard,99,200,2.880080475863292e-18,0.0,0.0,0.01
base,standard,100,200,7.289208139829392e-18,0.0,0.0,0.045
