scenario,scenario_type,replication,n_observations,x1_x2_corr,x2_clip_rate,probability_clip_rate,event_rate
prop_0.4,standard,3,200,-4.381057834964061e-18,0.0,0.0,0.075
prop_0.4,standard,4,200,-1.436529974174531e-17,0.0,0.0,0.1
prop_0.4,standard,5,200,-4.60411960916475e-17,0.0,0.0,0.045
prop_0.4,standard,6,200,-3.8056561669254906e-17,0.0,0.0,0.045
prop_0.4,standard,7,200,-3.8056561669254906e-17,0.0,0.0,0.035
prop_0.4,standard,8,200,7.47592044197374e-18,0.0,0.0,0.035
prop_0.4,standard,9,200,7.413815339882513e-18,0.0,0.0,0.055
prop_0.4,standard,10,200,-1.3168194487145486e-17,0.0,0.0,0.04
prop_0.4,standard,11,200,2.4316540391735002e-18,0.0,0.0,0.045
prop_0.4,standard,12,200,-1.4365299741745307e-17,0.0,0.0,0.05
prop_0.4,standard,13,200,-7.413815339882513e-18,0.0,0.0,0.07
prop_0.4,standard,14,200,2.2385405101939716e-17,0.0,0.0,0.04
prop_0.4,standard,15,200,-4.604119609164751e-17,0.0,0.0,0.055
prop_0.4,standard,16,200,0.0,0.0,0.0,0.08
prop_0.4,standard,17,200,1.9075906686619696e-18,0.0,0.0,0.055
prop_0.4,standard,18,200,-5.631359728504027e-18,0.0,0.0,0.07
prop_0.4,standard,19,200,-3.805656166925492e-17,0.0,0.0,0.07
prop_0.4,standard,20,200,9.081937443962944e-18,0.0,0.0,0.04
prop_0.4,standard,21,200,-5.631359728504027e-18,0.0,0.0,0.03
prop_0.4,standard,22,200,-3.805656166925489e-17,0.0,0.0,0.015
prop_0.4,standard,23,200,-7.413815339882515e-18,0.0,0.0,0.035
prop_0.4,standard,24,200,9.08193744396294e-18,0.0,0.0,0.035
prop_0.4,standard,25,200,-4.672618265977252e-18,0.0,0.0,0.025
prop_0.4,standard,26,200,-1.3671181289557469e-17,0.0,0.0,0.045
prop_0.4,standard,27,200,-5.6313597285040295e-18,0.0,0.0,0.05
prop_0.4,standard,28,200,0.0,0.0,0.0,0.08
prop_0.4,standard,29,200,-3.8056561669254906e-17,0.0,0.0,0.05
prop_0.4,standard,30,200,-4.6041196091647456e-17,0.0,0.0,0.045
prop_0.4,standard,31,200,-6.881661622043998e-18,0.0,0.0,0.03
prop_0.4,standard,32,200,-1.7443582307647277e-17,0.0,0.0,0.06
prop_0.4,standard,33,200,-4.6041196091647475e-17,0.0,0.0,0.05
prop_0.4,standard,34,200,-5.631359728504026e-18,0.0,0.0,0.045
prop_0.4,standard,35,200,-4.604119609164749e-17,0.0,0.0,0.06
prop_0.4,standard,36,200,3.4129202017706184e-18,0.0,0.0,0.025
prop_0.4,standard,37,200,-4.604119609164749e-17,0.0,0.0,0.03
prop_0.4,standard,38,200,-4.672618265977254e-18,0.0,0.0,0.03
prop_0.4,standard,39,200,-1.4928648295587405e-17,0.0,0.0,0.055
prop_0.4,standard,40,200,-2.1397396438601766e-18,0.0,0.0,0.045
prop_0.4,standard,41,200,0.0,0.0,0.0,0.05
prop_0.4,standard,42,200,-7.413815339882513e-18,0.0,0.0,0.03
prop_0.4,standard,43,200,1.0195590970702356e-17,0.0,0.0,0.055
prop_0.4,standard,44,200,-1.4365299741745304e-17,0.0,0.0,0.05
prop_0.4,standard,45,200,-7.413815339882513e-18,0.0,0.0,0.045
prop_0.4,standard,46,200,-3.8056561669254924e-17,0.0,0.0,0.085
prop_0.4,standard,47,200,1.486340306150069e-17,0.0,0.0,0.045
prop_0.4,standard,48,200,9.081937443962941e-18,0.0,0.0,0.025
prop_0.4,standard,49,200,-3.805656166925492e-17,0.0,0.0,0.065
prop_0.4,standard,50,200,1.9075906686619696e-18,0.0,0.0,0.06
prop_0.4,standard,51,200,9.081937443962941e-18,0.0,0.0,0.065
prop_0.4,standard,52,200,-4.672618265977253e-18,0.0,0.0,0.045
prop_0.4,standard,53,200,2.2385405101939706e-17,0.0,0.0,0.075
prop_0.4,standard,54,200,-4.60411960916475e-17,0.0,0.0,0.065
prop_0.4,standard,55,200,1.9075906686619696e-18,0.0,0.0,0.03
prop_0.4,standard,56,200,-1.4425661493175427e-17,0.0,0.0,0.045
prop_0.4,standard,57,200,-1.2413714283527528e-17,0.0,0.0,0.035
prop_0.4,standard,58,200,1.90759066866197e-18,0.0,0.0,0.025
prop_0.4,standard,59,200,-4.60411960916475e-17,0.0,0.0,0.025
prop_0.4,standard,60,200,1.9075906686619696e-18,0.0,0.0,0.05
prop_0.4,standard,61,200,1.4863403061500688e-17,0.0,0.0,0.06
prop_0.4,standard,62,200,0.0,0.0,0.0,0.045
prop_0.4,standard,63,200,-1.0634558833181776e-17,0.0,0.0,0.035
prop_0.4,standard,64,200,-4.6041196091647493e-17,0.0,0.0,0.02
prop_0.4,standard,65,200,-4.672618265977252e-18,0.0,0.0,0.09
prop_0.4,standard,66,200,-1.4365299741745304e-17,0.0,0.0,0.055
prop_0.4,standard,67,200,6.798753735273217e-18,0.0,0.0,0.04
prop_0.4,standard,68,200,2.4316540391735e-18,0.0,0.0,0.035
prop_0.4,standard,69,200,-8.632084272999957e-18,0.0,0.0,0.04
prop_0.4,standard,70,200,5.308986980532078e-18,0.0,0.0,0.05
prop_0.4,standard,71,200,-3.805656166925489e-17,0.0,0.0,0.05
prop_0.4,standard,72,200,-4.672618265977254e-18,0.0,0.0,0.085
prop_0.4,standard,73,200,-4.604119609164748e-17,0.0,0.0,0.075
prop_0.4,standard,74,200,-1.43652997417453e-17,0.0,0.0,0.12
prop_0.4,standard,75,200,-7.413815339882513e-18,0.0,0.0,0.035
prop_0.4,standard,76,200,9.08193744396294e-18,0.0,0.0,0.06
prop_0.4,standard,77,200,1.90759066866197e-18,0.0,0.0,0.035
prop_0.4,standard,78,200,-4.6041196091647493e-17,0.0,0.0,0.095
prop_0.4,standard,79,200,-1.436529974174531e-17,0.0,0.0,0.095
prop_0.4,standard,80,200,-1.4928648295587405e-17,0.0,0.0,0.055
prop_0.4,standard,81,200,-4.604119609164749e-17,0.0,0.0,0.045
prop_0.4,standard,82,200,9.081937443962935e-18,0.0,0.0,0.04
prop_0.4,standard,83,200,1.9075906686619704e-18,0.0,0.0,0.08
prop_0.4,standard,84,200,-7.413815339882513e-18,0.0,0.0,0.06
prop_0.4,standard,85,200,9.081937443962935e-18,0.0,0.0,0.055
prop_0.4,standard,86,200,-8.131963515583971e-18,0.0,0.0,0.06
prop_0.4,standard,87,200,-4.672618265977252e-18,0.0,0.0,0.05
prop_0.4,standard,88,200,-3.8056561669254906e-17,0.0,0.0,0.085
prop_0.4,standard,89,200,-4.604119609164747e-17,0.0,0.0,0.055
prop_0.4,standard,90,200,-4.60411960916475e-17,0.0,0.0,0.06
prop_0.4,standard,91,200,-1.1156247277497594e-17,0.0,0.0,0.065
prop_0.4,standard,92,200,9.081937443962938e-18,0.0,0.0,0.03
prop_0.4,standard,93,200,-7.413815339882513e-18,0.0,0.0,0.08
prop_0.4,standard,94,200,9.08193744396294e-18,0.0,0.0,0.045
prop_0.4,standard,95,200,9.08193744396295e-18,0.0,0.0,0.08
prop_0.4,standard,96,200,-3.6308766988400775e-18,0.0,0.0,0.055
prop_0.4,standard,97,200,-1.3168194487145492e-17,0.0,0.0,0.065
prop_0.4,standard,98,200,4.866229861775689e-18,0.0,0.0,0.025
prop_0.4,standard,99,200,2.4316540391735002e-18,0.0,0.0,0.02
prop_0.4,standard,100,200,-1.1910727481115553e-17,0.0,0.0,0.07
prop_0.5,standard,1,200,2.238540510193972e-17,0.0,0.0,0.025
prop_0.5,standard,2,200,7.413815339882513e-18,0.0,0.0,0.08
prop_0.5,standard,3,200,7.413815339882513e-18,0.0,0.0,0.075
prop_0.5,standard,4,200,2.238540510193969e-17,0.0,0.0,0.105
prop_0.5,standard,5,200,-7.413815339882513e-18,0.0,0.0,0.055
prop_0.5,standard,6,200,-7.413815339882513e-18,0.0,0.0,0.06
prop_0.5,standard,7,200,1.486340306150069e-17,0.0,0.0,0.035
prop_0.5,standard,8,200,1.9075906686619696e-18,0.0,0.0,0.05
prop_0.5,standard,9,200,3.0269745769152626e-17,0.0,0.0,0.06
prop_0.5,standard,10,200,0.0,0.0,0.0,0.04
prop_0.5,standard,11,200,-6.1314804859200165e-18,0.0,0.0,0.055
prop_0.5,standard,12,200,7.413815339882512e-18,0.0,0.0,0.06
prop_0.5,standard,13,200,4.604119609164748e-17,0.0,0.0,0.09
prop_0.5,standard,14,200,-9.081937443962942e-18,0.0,0.0,0.04
prop_0.5,standard,15,200,-1.4863403061500703e-17,0.0,0.0,0.06
prop_0.5,standard,16,200,2.2385405101939716e-17,0.0,0.0,0.08
prop_0.5,standard,17,200,-7.413815339882513e-18,0.0,0.0,0.06
prop_0.5,standard,18,200,7.413815339882513e-18,0.0,0.0,0.07
prop_0.5,standard,19,200,1.4863403061500694e-17,0.0,0.0,0.09
prop_0.5,standard,20,200,-1.3168194487145494e-17,0.0,0.0,0.04
prop_0.5,standard,21,200,-7.413815339882512e-18,0.0,0.0,0.035
prop_0.5,standard,22,200,7.413815339882513e-18,0.0,0.0,0.025
prop_0.5,standard,23,200,7.413815339882512e-18,0.0,0.0,0.035
prop_0.5,standard,24,200,-7.413815339882512e-18,0.0,0.0,0.035
prop_0.5,standard,25,200,-1.4365299741745304e-17,0.0,0.0,0.035
prop_0.5,standard,26,200,7.413815339882513e-18,0.0,0.0,0.06
prop_0.5,standard,27,200,-1.4365299741745304e-17,0.0,0.0,0.05
prop_0.5,standard,28,200,3.026974576915262e-17,0.0,0.0,0.085
prop_0.5,standard,29,200,0.0,0.0,0.0,0.05
prop_0.5,standard,30,200,-1.486340306150069e-17,0.0,0.0,0.045
prop_0.5,standard,31,200,1.4863403061500685e-17,0.0,0.0,0.05
prop_0.5,standard,32,200,1.4863403061500703e-17,0.0,0.0,0.065
prop_0.5,standard,33,200,1.4863403061500706e-17,0.0,0.0,0.065
prop_0.5,standard,34,200,2.2385405101939694e-17,0.0,0.0,0.055
prop_0.5,standard,35,200,-1.4365299741745304e-17,0.0,0.0,0.07
prop_0.5,standard,36,200,-3.8056561669254906e-17,0.0,0.0,0.03
prop_0.5,standard,37,200,-1.4863403061500688e-17,0.0,0.0,0.04
prop_0.5,standard,38,200,-1.4365299741745307e-17,0.0,0.0,0.035
prop_0.5,standard,39,200,2.238540510193971e-17,0.0,0.0,0.065
prop_0.5,standard,40,200,9.081937443962935e-18,0.0,0.0,0.055
prop_0.5,standard,41,200,3.8056561669254906e-17,0.0,0.0,0.055
prop_0.5,standard,42,200,0.0,0.0,0.0,0.03
prop_0.5,standard,43,200,-1.4425661493175424e-17,0.0,0.0,0.075
prop_0.5,standard,44,200,1.4863403061500694e-17,0.0,0.0,0.07
prop_0.5,standard,45,200,3.80565616692549e-17,0.0,0.0,0.06
prop_0.5,standard,46,200,-7.413815339882512e-18,0.0,0.0,0.1
prop_0.5,standard,47,200,4.6041196091647475e-17,0.0,0.0,0.05
prop_0.5,standard,48,200,-1.4365299741745313e-17,0.0,0.0,0.03
prop_0.5,standard,49,200,3.0269745769152626e-17,0.0,0.0,0.065
prop_0.5,standard,50,200,-1.4365299741745304e-17,0.0,0.0,0.075
prop_0.5,standard,51,200,-1.43652997417453e-17,0.0,0.0,0.065
prop_0.5,standard,52,200,-5.6313597285040295e-18,0.0,0.0,0.05
prop_0.5,standard,53,200,-9.08193744396294e-18,0.0,0.0,0.085
prop_0.5,standard,54,200,-5.6313597285040295e-18,0.0,0.0,0.065
prop_0.5,standard,55,200,-7.413815339882513e-18,0.0,0.0,0.05
prop_0.5,standard,56,200,3.026974576915262e-17,0.0,0.0,0.065
prop_0.5,standard,57,200,7.413815339882513e-18,0.0,0.0,0.05
prop_0.5,standard,58,200,-5.631359728504033e-18,0.0,0.0,0.05
prop_0.5,standard,59,200,-1.0632567302663913e-17,0.0,0.0,0.035
prop_0.5,standard,60,200,7.413815339882513e-18,0.0,0.0,0.05
prop_0.5,standard,61,200,-9.08193744396294e-18,0.0,0.0,0.075
prop_0.5,standard,62,200,2.23854051019397e-17,0.0,0.0,0.045
prop_0.5,standard,63,200,-4.60411960916475e-17,0.0,0.0,0.04
prop_0.5,standard,64,200,7.413815339882513e-18,0.0,0.0,0.025
prop_0.5,standard,65,200,-3.1307559414240886e-18,0.0,0.0,0.11
prop_0.5,standard,66,200,0.0,0.0,0.0,0.055
prop_0.5,standard,67,200,-4.604119609164748e-17,0.0,0.0,0.045
prop_0.5,standard,68,200,0.0,0.0,0.0,0.065
prop_0.5,standard,69,200,-1.3835272981504393e-18,0.0,0.0,0.055
prop_0.5,standard,70,200,9.081937443962949e-18,0.0,0.0,0.055
prop_0.5,standard,71,200,3.0269745769152614e-17,0.0,0.0,0.07
prop_0.5,standard,72,200,-5.6313597285040295e-18,0.0,0.0,0.085
prop_0.5,standard,73,200,-1.367118128955747e-17,0.0,0.0,0.085
prop_0.5,standard,74,200,-9.081937443962944e-18,0.0,0.0,0.145
prop_0.5,standard,75,200,7.413815339882513e-18,0.0,0.0,0.035
prop_0.5,standard,76,200,-7.413815339882515e-18,0.0,0.0,0.07
prop_0.5,standard,77,200,9.081937443962941e-18,0.0,0.0,0.045
prop_0.5,standard,78,200,3.0269745769152626e-17,0.0,0.0,0.11
prop_0.5,standard,79,200,3.0269745769152614e-17,0.0,0.0,0.105
prop_0.5,standard,80,200,2.238540510193971e-17,0.0,0.0,0.08
prop_0.5,standard,81,200,-3.805656166925492e-17,0.0,0.0,0.045
prop_0.5,standard,82,200,-1.4365299741745313e-17,0.0,0.0,0.04
prop_0.5,standard,83,200,-7.413815339882513e-18,0.0,0.0,0.09
prop_0.5,standard,84,200,2.2385405101939728e-17,0.0,0.0,0.075
prop_0.5,standard,85,200,-1.4863403061500694e-17,0.0,0.0,0.055
prop_0.5,standard,86,200,-1.4365299741745307e-17,0.0,0.0,0.08
prop_0.5,standard,87,200,-7.413815339882513e-18,0.0,0.0,0.075
prop_0.5,standard,88,200,-1.4365299741745307e-17,0.0,0.0,0.09
prop_0.5,standard,89,200,-7.413815339882513e-18,0.0,0.0,0.06
prop_0.5,standard,90,200,-3.130755941424087e-18,0.0,0.0,0.06
prop_0.5,standard,91,200,3.026974576915262e-17,0.0,0.0,0.09
prop_0.5,standard,92,200,-7.413815339882515e-18,0.0,0.0,0.03
prop_0.5,standard,93,200,1.4863403061500694e-17,0.0,0.0,0.09
prop_0.5,standard,94,200,0.0,0.0,0.0,0.065
prop_0.5,standard,95,200,-1.486340306150069e-17,0.0,0.0,0.095
prop_0.5,standard,96,200,7.413815339882513e-18,0.0,0.0,0.06
prop_0.5,standard,97,200,-7.413815339882513e-18,0.0,0.0,0.065
prop_0.5,standard,98,200,1.9075906686619704e-18,0.0,0.0,0.04
prop_0.5,standard,99,200,2.238540510193971e-17,0.0,0.0,0.025
prop_0.5,standard,100,200,-9.08193744396294e-18,0.0,0.0,0.08
prop_0.6,standard,1,200,4.6041196091647493e-17,0.0,0.0,0.04
prop_0.6,standard,2,200,3.026974576915262e-17,0.0,0.0,0.045
prop_0.6,standard,3,200,2.238540510193969e-17,0.0,0.0,0.035
prop_0.6,standard,4,200,1.4863403061500694e-17,0.0,0.0,0.065
prop_0.6,standard,5,200,4.60411960916475e-17,0.0,0.0,0.09
prop_0.6,standard,6,200,3.8056561669254906e-17,0.0,0.0,0.075
prop_0.6,standard,7,200,3.8056561669254906e-17,0.0,0.0,0.035
prop_0.6,standard,8,200,-7.340487100633635e-18,0.0,0.0,0.08
prop_0.6,standard,9,200,-7.413815339882513e-18,0.0,0.0,0.08
prop_0.6,standard,10,200,3.0269745769152614e-17,0.0,0.0,0.035
prop_0.6,standard,11,200,-1.3835272981504393e-18,0.0,0.0,0.06
prop_0.6,standard,12,200,1.486340306150069e-17,0.0,0.0,0.065
prop_0.6,standard,13,200,7.413815339882513e-18,0.0,0.0,0.065
prop_0.6,standard,14,200,-5.631359728504027e-18,0.0,0.0,0.05
prop_0.6,standard,15,200,4.604119609164751e-17,0.0,0.0,0.11
prop_0.6,standard,16,200,0.0,0.0,0.0,0.07
prop_0.6,standard,17,200,-1.3835272981504393e-18,0.0,0.0,0.05
prop_0.6,standard,18,200,2.2385405101939716e-17,0.0,0.0,0.06
prop_0.6,standard,19,200,3.805656166925492e-17,0.0,0.0,0.075
prop_0.6,standard,20,200,-9.081937443962944e-18,0.0,0.0,0.06
prop_0.6,standard,21,200,2.238540510193972e-17,0.0,0.0,0.025
prop_0.6,standard,22,200,3.805656166925489e-17,0.0,0.0,0.035
prop_0.6,standard,23,200,7.413815339882515e-18,0.0,0.0,0.02
prop_0.6,standard,24,200,-9.08193744396294e-18,0.0,0.0,0.05
prop_0.6,standard,25,200,6.535279305945406e-18,0.0,0.0,0.075
prop_0.6,standard,26,200,3.0269745769152626e-17,0.0,0.0,0.07
prop_0.6,standard,27,200,2.2385405101939706e-17,0.0,0.0,0.065
prop_0.6,standard,28,200,0.0,0.0,0.0,0.025
prop_0.6,standard,29,200,3.8056561669254906e-17,0.0,0.0,0.075
prop_0.6,standard,30,200,4.6041196091647456e-17,0.0,0.0,0.05
prop_0.6,standard,31,200,2.2385405101939706e-17,0.0,0.0,0.055
prop_0.6,standard,32,200,3.0269745769152626e-17,0.0,0.0,0.075
prop_0.6,standard,33,200,4.6041196091647475e-17,0.0,0.0,0.09
prop_0.6,standard,34,200,2.2385405101939728e-17,0.0,0.0,0.05
prop_0.6,standard,35,200,4.604119609164749e-17,0.0,0.0,0.12
prop_0.6,standard,36,200,-3.2774868604305142e-18,0.0,0.0,0.105
prop_0.6,standard,37,200,4.604119609164749e-17,0.0,0.0,0.065
prop_0.6,standard,38,200,6.535279305945408e-18,0.0,0.0,0.05
prop_0.6,standard,39,200,3.0269745769152626e-17,0.0,0.0,0.05
prop_0.6,standard,40,200,2.1397396438601766e-18,0.0,0.0,0.075
prop_0.6,standard,41,200,0.0,0.0,0.0,0.07
prop_0.6,standard,42,200,7.413815339882513e-18,0.0,0.0,0.04
prop_0.6,standard,43,200,-1.0195590970702356e-17,0.0,0.0,0.09
prop_0.6,standard,44,200,1.4863403061500688e-17,0.0,0.0,0.085
prop_0.6,standard,45,200,7.413815339882513e-18,0.0,0.0,0.06
prop_0.6,standard,46,200,3.8056561669254924e-17,0.0,0.0,0.09
prop_0.6,standard,47,200,-1.486340306150069e-17,0.0,0.0,0.05
prop_0.6,standard,48,200,-9.081937443962941e-18,0.0,0.0,0.075
prop_0.6,standard,49,200,3.805656166925492e-17,0.0,0.0,0.065
prop_0.6,standard,50,200,-1.3835272981504393e-18,0.0,0.0,0.085
prop_0.6,standard,51,200,-9.081937443962941e-18,0.0,0.0,0.06
prop_0.6,standard,52,200,6.535279305945406e-18,0.0,0.0,0.08
prop_0.6,standard,53,200,-5.63135972850403e-18,0.0,0.0,0.08
prop_0.6,standard,54,200,4.60411960916475e-17,0.0,0.0,0.06
prop_0.6,standard,55,200,-1.3835272981504393e-18,0.0,0.0,0.105
prop_0.6,standard,56,200,3.026974576915262e-17,0.0,0.0,0.115
prop_0.6,standard,57,200,3.0269745769152626e-17,0.0,0.0,0.075
prop_0.6,standard,58,200,-1.3835272981504393e-18,0.0,0.0,0.065
prop_0.6,standard,59,200,4.60411960916475e-17,0.0,0.0,0.04
prop_0.6,standard,60,200,-1.3835272981504393e-18,0.0,0.0,0.06
prop_0.6,standard,61,200,-1.43652997417453e-17,0.0,0.0,0.04
prop_0.6,standard,62,200,0.0,0.0,0.0,0.055
prop_0.6,standard,63,200,1.0634558833181776e-17,0.0,0.0,0.08
prop_0.6,standard,64,200,4.6041196091647493e-17,0.0,0.0,0.075
prop_0.6,standard,65,200,6.535279305945406e-18,0.0,0.0,0.125
prop_0.6,standard,66,200,1.486340306150069e-17,0.0,0.0,0.045
prop_0.6,standard,67,200,-6.6633203939331144e-18,0.0,0.0,0.1
prop_0.6,standard,68,200,-1.3835272981504393e-18,0.0,0.0,0.08
prop_0.6,standard,69,200,2.238540510193972e-17,0.0,0.0,0.04
prop_0.6,standard,70,200,-5.308986980532078e-18,0.0,0.0,0.1
prop_0.6,standard,71,200,3.805656166925489e-17,0.0,0.0,0.08
prop_0.6,standard,72,200,6.5352793059454075e-18,0.0,0.0,0.12
prop_0.6,standard,73,200,4.604119609164748e-17,0.0,0.0,0.09
prop_0.6,standard,74,200,1.4863403061500688e-17,0.0,0.0,0.065
prop_0.6,standard,75,200,7.413815339882513e-18,0.0,0.0,0.08
prop_0.6,standard,76,200,-9.08193744396294e-18,0.0,0.0,0.06
prop_0.6,standard,77,200,-1.3835272981504393e-18,0.0,0.0,0.045
prop_0.6,standard,78,200,4.6041196091647493e-17,0.0,0.0,0.09
prop_0.6,standard,79,200,1.4863403061500694e-17,0.0,0.0,0.06
prop_0.6,standard,80,200,3.026974576915263e-17,0.0,0.0,0.11
prop_0.6,standard,81,200,4.604119609164749e-17,0.0,0.0,0.07
prop_0.6,standard,82,200,-9.081937443962935e-18,0.0,0.0,0.06
prop_0.6,standard,83,200,-1.3835272981504395e-18,0.0,0.0,0.09
prop_0.6,standard,84,200,7.413815339882513e-18,0.0,0.0,0.055
prop_0.6,standard,85,200,-9.081937443962935e-18,0.0,0.0,0.105
prop_0.6,standard,86,200,2.238540510193971e-17,0.0,0.0,0.085
prop_0.6,standard,87,200,6.535279305945406e-18,0.0,0.0,0.075
prop_0.6,standard,88,200,3.8056561669254906e-17,0.0,0.0,0.05
prop_0.6,standard,89,200,4.604119609164747e-17,0.0,0.0,0.11
prop_0.6,standard,90,200,4.60411960916475e-17,0.0,0.0,0.06
prop_0.6,standard,91,200,3.0269745769152626e-17,0.0,0.0,0.11
prop_0.6,standard,92,200,-9.081937443962938e-18,0.0,0.0,0.06
prop_0.6,standard,93,200,7.413815339882513e-18,0.0,0.0,0.09
prop_0.6,standard,94,200,-9.08193744396294e-18,0.0,0.0,0.055
prop_0.6,standard,95,200,-9.08193744396295e-18,0.0,0.0,0.13
prop_0.6,standard,96,200,2.23854051019397e-17,0.0,0.0,0.075
prop_0.6,standard,97,200,3.0269745769152626e-17,0.0,0.0,0.085
prop_0.6,standard,98,200,-4.566585165853543e-18,0.0,0.0,0.05
prop_0.6,standard,99,200,-1.3835272981504395e-18,0.0,0.0,0.055
prop_0.6,standard,100,200,3.026974576915262e-17,0.0,0.0,0.075
prop_0.7,standard,1,200,6.535279305945407e-18,0.0,0.0,0.04
prop_0.7,standard,2,200,-2.3192499464374294e-18,0.0,0.0,0.07
prop_0.7,standard,3,200,6.53527930594541e-18,0.0,0.0,0.055
prop_0.7,standard,4,200,-1.3835272981504393e-18,0.0,0.0,0.085
prop_0.7,standard,5,200,-5.308986980532073e-18,0.0,0.0,0.09
prop_0.7,standard,6,200,6.535279305945409e-18,0.0,0.0,0.075
prop_0.7,standard,7,200,2.830870019784007e-18,0.0,0.0,0.04
prop_0.7,standard,8,200,-5.315696905658917e-18,0.0,0.0,0.08
prop_0.7,standard,9,200,1.4863403061500706e-17,0.0,0.0,0.085
prop_0.7,standard,10,200,-5.308986980532069e-18,0.0,0.0,0.045
prop_0.7,standard,11,200,-3.0683616862428006e-18,0.0,0.0,0.065
prop_0.7,standard,12,200,-1.3835272981504393e-18,0.0,0.0,0.07
prop_0.7,standard,13,200,3.026974576915262e-17,0.0,0.0,0.07
prop_0.7,standard,14,200,3.8056561669254906e-17,0.0,0.0,0.05
prop_0.7,standard,15,200,6.535279305945402e-18,0.0,0.0,0.11
prop_0.7,standard,16,200,-5.308986980532074e-18,0.0,0.0,0.08
prop_0.7,standard,17,200,-7.53120260339695e-18,0.0,0.0,0.055
prop_0.7,standard,18,200,1.0834667307208322e-19,0.0,0.0,0.065
prop_0.7,standard,19,200,-5.308986980532074e-18,0.0,0.0,0.095
prop_0.7,standard,20,200,-1.680365304979252e-17,0.0,0.0,0.075
prop_0.7,standard,21,200,9.219636157133117e-18,0.0,0.0,0.035
prop_0.7,standard,22,200,6.634851608868769e-20,0.0,0.0,0.035
prop_0.7,standard,23,200,-4.6318202738315565e-18,0.0,0.0,0.035
prop_0.7,standard,24,200,6.535279305945406e-18,0.0,0.0,0.06
prop_0.7,standard,25,200,-7.191472702131566e-20,0.0,0.0,0.075
prop_0.7,standard,26,200,-5.308986980532073e-18,0.0,0.0,0.075
prop_0.7,standard,27,200,-1.3835272981504395e-18,0.0,0.0,0.08
prop_0.7,standard,28,200,3.805656166925492e-17,0.0,0.0,0.025
prop_0.7,standard,29,200,4.213130771631664e-18,0.0,0.0,0.085
prop_0.7,standard,30,200,-2.6003201537299967e-18,0.0,0.0,0.05
prop_0.7,standard,31,200,-1.3101973801575321e-17,0.0,0.0,0.07
prop_0.7,standard,32,200,-5.308986980532077e-18,0.0,0.0,0.08
prop_0.7,standard,33,200,6.535279305945408e-18,0.0,0.0,0.09
prop_0.7,standard,34,200,6.535279305945402e-18,0.0,0.0,0.06
prop_0.7,standard,35,200,-6.247818598351417e-19,0.0,0.0,0.13
prop_0.7,standard,36,200,-8.210264668266871e-19,0.0,0.0,0.11
prop_0.7,standard,37,200,6.53527930594541e-18,0.0,0.0,0.065
prop_0.7,standard,38,200,1.4263087525894275e-18,0.0,0.0,0.055
prop_0.7,standard,39,200,-1.3835272981504395e-18,0.0,0.0,0.05
prop_0.7,standard,40,200,-1.203036655619555e-17,0.0,0.0,0.085
prop_0.7,standard,41,200,1.4863403061500688e-17,0.0,0.0,0.07
prop_0.7,standard,42,200,-9.081937443962935e-18,0.0,0.0,0.045
prop_0.7,standard,43,200,1.4263087525894261e-18,0.0,0.0,0.09
prop_0.7,standard,44,200,4.604119609164747e-17,0.0,0.0,0.085
prop_0.7,standard,45,200,3.8056561669254906e-17,0.0,0.0,0.06
prop_0.7,standard,46,200,2.8308700197840037e-18,0.0,0.0,0.105
prop_0.7,standard,47,200,3.026974576915262e-17,0.0,0.0,0.055
prop_0.7,standard,48,200,-1.164878238613884e-17,0.0,0.0,0.08
prop_0.7,standard,49,200,4.21313077163166e-18,0.0,0.0,0.065
prop_0.7,standard,50,200,4.904261147555495e-18,0.0,0.0,0.095
prop_0.7,standard,51,200,6.535279305945408e-18,0.0,0.0,0.065
prop_0.7,standard,52,200,4.422755711810911e-18,0.0,0.0,0.09
prop_0.7,standard,53,200,3.805656166925492e-17,0.0,0.0,0.1
prop_0.7,standard,54,200,1.1342020171206117e-17,0.0,0.0,0.075
prop_0.7,standard,55,200,6.535279305945412e-18,0.0,0.0,0.105
prop_0.7,standard,56,200,-3.954653567131031e-18,0.0,0.0,0.125
prop_0.7,standard,57,200,-1.6734952340166524e-17,0.0,0.0,0.085
prop_0.7,standard,58,200,1.4486092679363476e-18,0.0,0.0,0.065
prop_0.7,standard,59,200,-3.954653567131034e-18,0.0,0.0,0.04
prop_0.7,standard,60,200,8.512174819108774e-18,0.0,0.0,0.06
prop_0.7,standard,61,200,6.5352793059454075e-18,0.0,0.0,0.055
prop_0.7,standard,62,200,-1.3835272981504393e-18,0.0,0.0,0.065
prop_0.7,standard,63,200,-8.210264668266871e-19,0.0,0.0,0.08
prop_0.7,standard,64,200,6.53527930594541e-18,0.0,0.0,0.08
prop_0.7,standard,65,200,-8.742399555265877e-18,0.0,0.0,0.13
prop_0.7,standard,66,200,6.535279305945408e-18,0.0,0.0,0.055
prop_0.7,standard,67,200,-4.566585165853541e-18,0.0,0.0,0.105
prop_0.7,standard,68,200,-1.2536797473898762e-17,0.0,0.0,0.08
prop_0.7,standard,69,200,3.8056561669254924e-17,0.0,0.0,0.04
prop_0.7,standard,70,200,-8.210264668266875e-19,0.0,0.0,0.105
prop_0.7,standard,71,200,5.595391523479321e-18,0.0,0.0,0.085
prop_0.7,standard,72,200,7.097252143060113e-18,0.0,0.0,0.12
prop_0.7,standard,73,200,6.535279305945406e-18,0.0,0.0,0.09
